"choice1","choice2","choice3","choice4","choice5","choice6","choice7","choice8","choice9","choice10","choice11","choice12","choice13","choice14","choice15","choice16","choice17","choice18","choice19","answer"
359,362,364,368,377,381,383,385,387,389,391,393,395,99,99,99,99,99,99,140
359,362,364,368,377,381,383,385,387,389,391,393,396,99,99,99,99,99,99,140
359,362,364,368,377,381,383,385,387,389,391,394,395,99,99,99,99,99,99,140
359,362,364,368,377,381,383,385,387,389,391,394,396,99,99,99,99,99,99,140
359,362,364,369,370,373,375,99,99,99,99,99,99,99,99,99,99,99,99,151
359,362,364,369,371,372,375,99,99,99,99,99,99,99,99,99,99,99,99,152
359,362,364,369,371,373,374,99,99,99,99,99,99,99,99,99,99,99,99,153
359,362,365,366,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,136
359,362,365,367,368,376,378,380,382,384,386,388,390,392,395,99,99,99,99,145
359,362,365,367,368,376,378,380,382,384,386,388,390,392,396,99,99,99,99,145
359,362,365,367,368,376,378,380,382,384,386,388,390,393,395,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,386,388,390,393,396,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,386,388,390,394,395,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,386,388,390,394,396,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,386,388,391,392,395,99,99,99,99,147
359,362,365,367,368,376,378,380,382,384,386,388,391,392,396,99,99,99,99,147
359,362,365,367,368,376,378,380,382,384,386,388,391,393,395,99,99,99,99,148
359,362,365,367,368,376,378,380,382,384,386,388,391,393,396,99,99,99,99,148
359,362,365,367,368,376,378,380,382,384,386,388,391,394,395,99,99,99,99,148
359,362,365,367,368,376,378,380,382,384,386,388,391,394,396,99,99,99,99,148
359,362,365,367,368,376,378,380,382,384,386,389,390,392,395,99,99,99,99,145
359,362,365,367,368,376,378,380,382,384,386,389,390,392,396,99,99,99,99,145
359,362,365,367,368,376,378,380,382,384,386,389,390,393,395,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,386,389,390,393,396,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,386,389,390,394,395,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,386,389,390,394,396,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,386,389,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,380,382,384,386,389,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,380,382,384,386,389,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,380,382,384,386,389,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,380,382,384,386,389,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,380,382,384,386,389,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,380,382,384,387,388,390,392,395,99,99,99,99,145
359,362,365,367,368,376,378,380,382,384,387,388,390,392,396,99,99,99,99,145
359,362,365,367,368,376,378,380,382,384,387,388,390,393,395,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,387,388,390,393,396,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,387,388,390,394,395,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,387,388,390,394,396,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,387,388,391,392,395,99,99,99,99,147
359,362,365,367,368,376,378,380,382,384,387,388,391,392,396,99,99,99,99,147
359,362,365,367,368,376,378,380,382,384,387,388,391,393,395,99,99,99,99,148
359,362,365,367,368,376,378,380,382,384,387,388,391,393,396,99,99,99,99,148
359,362,365,367,368,376,378,380,382,384,387,388,391,394,395,99,99,99,99,148
359,362,365,367,368,376,378,380,382,384,387,388,391,394,396,99,99,99,99,148
359,362,365,367,368,376,378,380,382,384,387,389,390,392,395,99,99,99,99,145
359,362,365,367,368,376,378,380,382,384,387,389,390,392,396,99,99,99,99,145
359,362,365,367,368,376,378,380,382,384,387,389,390,393,395,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,387,389,390,393,396,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,387,389,390,394,395,99,99,99,99,146
359,362,365,367,368,376,378,380,382,384,387,389,390,394,396,99,99,99,99,146
359,362,365,367,368,376,378,380,382,385,386,388,390,392,395,99,99,99,99,149
359,362,365,367,368,376,378,380,382,385,386,388,390,392,396,99,99,99,99,149
359,362,365,367,368,376,378,380,382,385,386,388,390,393,395,99,99,99,99,150
359,362,365,367,368,376,378,380,382,385,386,388,390,393,396,99,99,99,99,150
359,362,365,367,368,376,378,380,382,385,386,388,390,394,395,99,99,99,99,150
359,362,365,367,368,376,378,380,382,385,386,388,390,394,396,99,99,99,99,150
359,362,365,367,368,376,378,380,382,385,386,388,391,392,395,99,99,99,99,147
359,362,365,367,368,376,378,380,382,385,386,388,391,392,396,99,99,99,99,147
359,362,365,367,368,376,378,380,382,385,386,388,391,393,395,99,99,99,99,148
359,362,365,367,368,376,378,380,382,385,386,388,391,393,396,99,99,99,99,148
359,362,365,367,368,376,378,380,382,385,386,388,391,394,395,99,99,99,99,148
359,362,365,367,368,376,378,380,382,385,386,388,391,394,396,99,99,99,99,148
359,362,365,367,368,376,378,380,382,385,386,389,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,380,382,385,386,389,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,380,382,385,386,389,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,380,382,385,386,389,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,380,382,385,386,389,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,380,382,385,386,389,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,380,382,385,386,389,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,380,382,385,386,389,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,380,382,385,386,389,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,380,382,385,386,389,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,380,382,385,386,389,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,380,382,385,386,389,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,380,382,385,387,388,390,392,395,99,99,99,99,149
359,362,365,367,368,376,378,380,382,385,387,388,390,392,396,99,99,99,99,149
359,362,365,367,368,376,378,380,382,385,387,388,390,393,395,99,99,99,99,150
359,362,365,367,368,376,378,380,382,385,387,388,390,393,396,99,99,99,99,150
359,362,365,367,368,376,378,380,382,385,387,388,390,394,395,99,99,99,99,150
359,362,365,367,368,376,378,380,382,385,387,388,390,394,396,99,99,99,99,150
359,362,365,367,368,376,378,380,382,385,387,388,391,392,395,99,99,99,99,147
359,362,365,367,368,376,378,380,382,385,387,388,391,392,396,99,99,99,99,147
359,362,365,367,368,376,378,380,382,385,387,388,391,393,395,99,99,99,99,148
359,362,365,367,368,376,378,380,382,385,387,388,391,393,396,99,99,99,99,148
359,362,365,367,368,376,378,380,382,385,387,388,391,394,395,99,99,99,99,148
359,362,365,367,368,376,378,380,382,385,387,388,391,394,396,99,99,99,99,148
359,362,365,367,368,376,378,380,383,384,386,388,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,380,383,384,386,388,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,380,383,384,386,388,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,380,383,384,386,388,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,380,383,384,386,388,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,380,383,384,386,388,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,380,383,384,386,388,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,380,383,384,386,388,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,380,383,384,386,388,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,380,383,384,386,388,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,380,383,384,386,388,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,380,383,384,386,388,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,380,383,384,386,389,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,380,383,384,386,389,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,380,383,384,386,389,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,380,383,384,386,389,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,380,383,384,386,389,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,380,383,384,386,389,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,380,383,384,386,389,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,380,383,384,386,389,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,380,383,384,386,389,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,380,383,384,386,389,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,380,383,384,386,389,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,380,383,384,386,389,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,380,383,385,386,388,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,380,383,385,386,388,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,380,383,385,386,388,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,380,383,385,386,388,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,380,383,385,386,388,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,380,383,385,386,388,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,380,383,385,386,388,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,380,383,385,386,388,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,380,383,385,386,388,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,380,383,385,386,388,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,380,383,385,386,388,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,380,383,385,386,388,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,380,383,385,386,389,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,380,383,385,386,389,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,380,383,385,386,389,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,380,383,385,386,389,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,380,383,385,386,389,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,380,383,385,386,389,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,380,383,385,386,389,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,380,383,385,386,389,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,380,383,385,386,389,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,380,383,385,386,389,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,380,383,385,386,389,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,380,383,385,386,389,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,381,382,384,386,388,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,381,382,384,386,388,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,381,382,384,386,388,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,381,382,384,386,388,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,381,382,384,386,388,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,381,382,384,386,388,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,381,382,384,386,388,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,381,382,384,386,388,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,381,382,384,386,388,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,381,382,384,386,388,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,381,382,384,386,388,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,381,382,384,386,388,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,381,382,384,386,389,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,381,382,384,386,389,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,381,382,384,386,389,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,381,382,384,386,389,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,381,382,384,386,389,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,381,382,384,386,389,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,381,382,384,386,389,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,381,382,384,386,389,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,381,382,384,386,389,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,381,382,384,386,389,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,381,382,384,386,389,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,381,382,384,386,389,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,381,382,385,386,388,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,381,382,385,386,388,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,381,382,385,386,388,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,381,382,385,386,388,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,381,382,385,386,388,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,381,382,385,386,388,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,381,382,385,386,388,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,381,382,385,386,388,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,381,382,385,386,388,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,381,382,385,386,388,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,381,382,385,386,388,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,381,382,385,386,388,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,381,382,385,386,389,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,381,382,385,386,389,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,381,382,385,386,389,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,381,382,385,386,389,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,381,382,385,386,389,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,381,382,385,386,389,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,381,382,385,386,389,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,381,382,385,386,389,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,381,382,385,386,389,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,381,382,385,386,389,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,381,382,385,386,389,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,381,382,385,386,389,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,381,383,384,386,388,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,381,383,384,386,388,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,381,383,384,386,388,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,381,383,384,386,388,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,381,383,384,386,388,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,381,383,384,386,388,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,381,383,384,386,388,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,381,383,384,386,388,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,381,383,384,386,388,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,381,383,384,386,388,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,381,383,384,386,388,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,381,383,384,386,388,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,381,383,384,386,389,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,381,383,384,386,389,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,381,383,384,386,389,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,381,383,384,386,389,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,381,383,384,386,389,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,381,383,384,386,389,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,381,383,384,386,389,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,381,383,384,386,389,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,381,383,384,386,389,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,381,383,384,386,389,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,381,383,384,386,389,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,381,383,384,386,389,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,381,383,385,386,388,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,381,383,385,386,388,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,381,383,385,386,388,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,381,383,385,386,388,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,381,383,385,386,388,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,381,383,385,386,388,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,381,383,385,386,388,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,381,383,385,386,388,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,381,383,385,386,388,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,381,383,385,386,388,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,381,383,385,386,388,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,381,383,385,386,388,391,394,396,99,99,99,99,159
359,362,365,367,368,376,378,381,383,385,386,389,390,392,395,99,99,99,99,161
359,362,365,367,368,376,378,381,383,385,386,389,390,392,396,99,99,99,99,161
359,362,365,367,368,376,378,381,383,385,386,389,390,393,395,99,99,99,99,160
359,362,365,367,368,376,378,381,383,385,386,389,390,393,396,99,99,99,99,160
359,362,365,367,368,376,378,381,383,385,386,389,390,394,395,99,99,99,99,160
359,362,365,367,368,376,378,381,383,385,386,389,390,394,396,99,99,99,99,160
359,362,365,367,368,376,378,381,383,385,386,389,391,392,395,99,99,99,99,158
359,362,365,367,368,376,378,381,383,385,386,389,391,392,396,99,99,99,99,158
359,362,365,367,368,376,378,381,383,385,386,389,391,393,395,99,99,99,99,159
359,362,365,367,368,376,378,381,383,385,386,389,391,393,396,99,99,99,99,159
359,362,365,367,368,376,378,381,383,385,386,389,391,394,395,99,99,99,99,159
359,362,365,367,368,376,378,381,383,385,386,389,391,394,396,99,99,99,99,159
359,362,365,367,368,377,381,383,385,387,389,390,392,395,99,99,99,99,99,137
359,362,365,367,368,377,381,383,385,387,389,390,392,396,99,99,99,99,99,137
359,362,365,367,368,377,381,383,385,387,389,390,393,395,99,99,99,99,99,138
359,362,365,367,368,377,381,383,385,387,389,390,393,396,99,99,99,99,99,138
359,362,365,367,368,377,381,383,385,387,389,390,394,395,99,99,99,99,99,138
359,362,365,367,368,377,381,383,385,387,389,390,394,396,99,99,99,99,99,138
359,362,365,367,368,377,381,383,385,387,389,391,392,395,99,99,99,99,99,139
359,362,365,367,368,377,381,383,385,387,389,391,392,396,99,99,99,99,99,139
359,362,365,367,368,377,381,383,385,387,389,391,393,395,99,99,99,99,99,140
359,362,365,367,368,377,381,383,385,387,389,391,393,396,99,99,99,99,99,140
359,362,365,367,368,377,381,383,385,387,389,391,394,395,99,99,99,99,99,140
359,362,365,367,368,377,381,383,385,387,389,391,394,396,99,99,99,99,99,140
359,362,365,367,369,370,373,375,99,99,99,99,99,99,99,99,99,99,99,151
359,362,365,367,369,371,372,375,99,99,99,99,99,99,99,99,99,99,99,152
359,362,365,367,369,371,373,374,99,99,99,99,99,99,99,99,99,99,99,153
359,363,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,135
